location_ID,plot_ID,x.m,y.m,burn_severity,WD_0cm_1.sec,WD_0cm_2.sec,WD_0cm_3.sec,WD_1cm_1.sec,WD_1cm_2.sec,WD_1cm_3.sec,WD_2cm_1.sec,WD_2cm_2.sec,WD_2cm_3.sec,WD_3cm_1.sec,WD_3cm_2.sec,WD_3cm_3.sec,WD_4cm.hydrophobic,WD_5cm.hydrophobic,litter_depth.cm,theta_i.percent,LF1,LF2,LF3,ground_cover,overstory1,overstory2,notes,S.mm_hr0.5,kfs.mm_hr,hf.m,a1,a2,c1,c2,bulk_density.gcm3,soil_texture_class,sand.percent,silt.percent,clay.percent,total_organic_carbon.percent,total_nitrogen.percent,notes_soil
3_6_0,3,6,0,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2.1,F,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_6_1,3,6,1,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_6_2,3,6,2,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.4,NA,F,,,L,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_6_3,3,6,3,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_6_4,3,6,4,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_6_5,3,6,5,high,3,3,3,3,3,3,30,3,3,3,3,3,FALSE,FALSE,0.2,NA,F,,,L,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_6_6,3,6,6,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,,,,L,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_6_7,3,6,7,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,L,,,B,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_6_8,3,6,8,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,WD,,,B,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_6_9,3,6,9,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_6_10,3,6,10,high,3,3,3,3,3,3,18,3,152,3,3,3,FALSE,FALSE,2.6,NA,F,,,L,no live,,loose packed sticks/too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_7_0,3,7,0,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,F,,,R,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_7_1,3,7,1,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_7_2,3,7,2,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.2,NA,,,,L,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_7_3,3,7,3,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,NA,,,,L,no live,,too loose to sample soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_7_4,3,7,4,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,NA,F,,,L,no live,,too loose to sample soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_7_5,3,7,5,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.7,NA,,,,L,no live,,loose packed sticks/too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_7_6,3,7,6,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_7_7,3,7,7,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.1,,,,R,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_7_8,3,7,8,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.9,,,,R,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_7_9,3,7,9,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,too loose to sample soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_7_10,3,7,10,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,too loose to sample soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_8_0,3,8,0,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_8_1,3,8,1,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_8_2,3,8,2,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,F,,,L,no live,,too rocky for soil moisture,136.87740280148165,130.81981551888822,0.20755867469441405,1.0704469723902212,3.8879818939846293,0.2442000023624713,0.014128474280884634,NA,NA,NA,NA,NA,NA,NA,NA
3_8_3,3,8,3,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_8_4,3,8,4,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.7,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_8_5,3,8,5,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.9,F,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_8_6,3,8,6,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,F,,,L,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_8_7,3,8,7,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_8_8,3,8,8,high,3,210,300,49,250,300,3,3,3,3,3,3,FALSE,FALSE,0.5,1.8,,,,L,no live,,NA,42.32738953474917,169.57271919417857,0.015312210641779402,1.0704469723902212,3.8879818939846293,0.07551537662775631,0.018313768387241847,NA,NA,NA,NA,NA,NA,NA,NA
3_8_9,3,8,9,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,,,,R,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_8_10,3,8,10,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.6,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_9_0,3,9,0,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,WD,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_9_1,3,9,1,high,163,300,3,63,300,3,3,3,8,3,3,3,FALSE,FALSE,0,1.1,L,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_9_2,3,9,2,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.5,,,,R,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_9_3,3,9,3,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,WD,,,B,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_9_4,3,9,4,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_9_5,3,9,5,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,too loose to sample soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_9_6,3,9,6,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,R,no live,,too loose to sample soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_9_7,3,9,7,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_9_8,3,9,8,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,WD,F,,B,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_9_9,3,9,9,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,too rocky for soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_9_10,3,9,10,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,3.1,,,,R,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_10_0,3,10,0,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,,,,R,no live,,NA,43.1187573663758,47.216071793145076,0.05706811526127679,1.0704469723902212,3.8879818939846293,0.0769272387934425,0.005099312006578512,0.896285714,Loamy Sand,76,20,4,2.1,0.11,NA
3_10_1,3,10,1,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_10_2,3,10,2,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.2,,,,WD,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_10_3,3,10,3,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,no live,,too loose to sample soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_10_4,3,10,4,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,,,,WD,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_10_5,3,10,5,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,large rill/too loose to sample soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_10_6,3,10,6,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,large rill/too loose to sample soil moisture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_10_7,3,10,7,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,,,,WD,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_10_8,3,10,8,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,F,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_10_9,3,10,9,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.6,F,,,R,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3_10_10,3,10,10,high,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.2,1,,,,L,no live,,NA,79.39962705116835,122.09789756415532,0.07483067254542497,1.0704469723902212,3.8879818939846293,0.1416551506430597,0.013186511528417384,1.0335294119999994,Sandy Loam,70,28,2,3.8,0.28,NA
4_0_0,4,0,0,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.7,1.5,L,,,L,no live,,NA,81.5178662879886,145.03499237740138,0.06640239136076542,1.0704469723902212,3.8879818939846293,0.14543425527281376,0.015663706232153757,1.379,Sandy Loam,72,24,4,3.8,0.28,NA
4_0_1,4,0,1,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,,,,WD,no live,,NA,98.45867854749086,128.08176669275196,0.10969115391905422,1.0704469723902212,3.8879818939846293,0.17565799059450601,0.013832766384749532,NA,NA,NA,NA,NA,NA,NA,NA
4_0_2,4,0,2,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,0.1,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_0_3,4,0,3,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.3,1.4,,,,L,no live,,NA,89.91057322434958,145.69997616208948,0.08041053684000632,1.0704469723902212,3.8879818939846293,0.1604075014897904,0.015735524146449888,NA,NA,NA,NA,NA,NA,NA,NA
4_0_4,4,0,4,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,0.5,F,WD,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_0_5,4,0,5,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,,,,WD,no live,,NA,157.97904121618282,359.7157303882729,0.10055193368113968,1.0704469723902212,3.8879818939846293,0.28184697728495495,0.03884911796475173,NA,NA,NA,NA,NA,NA,NA,NA
4_0_6,4,0,6,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,0.1,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_0_7,4,0,7,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.1,0.4,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_0_8,4,0,8,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,0.2,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_0_9,4,0,9,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,1.5,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_0_10,4,0,10,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,,,,B,no live,,NA,75.29089676070213,122.90371536437969,0.06684529392743174,1.0704469723902212,3.8879818939846293,0.13432485414339712,0.013273539445559687,1.0065217389999996,Sandy Loam,72,26,2,3.2,0.24000000000000005,NA
4_1_0,4,1,0,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.1,1.5,L,,,L,no live,,NA,71.77921917926761,78.37207183748893,0.09527677333961466,1.0704469723902212,3.8879818939846293,0.1280597464183018,0.008464144341617215,NA,NA,NA,NA,NA,NA,NA,NA
4_1_1,4,1,1,moderate,3,3,3,5,64,122,43,92,5,3,3,3,FALSE,FALSE,1.1,1.3,,,,L,no live,,NA,88.35433520347782,171.44900865164718,0.06598901684895413,1.0704469723902212,3.8879818939846293,0.15763105102685593,0.018516406704978294,NA,NA,NA,NA,NA,NA,NA,NA
4_1_2,4,1,2,moderate,3,3,3,5,9,5,3,3,3,3,3,3,FALSE,FALSE,0.8,0.8,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_1_3,4,1,3,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,F,,,WD,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_1_4,4,1,4,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,0.9,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_1_5,4,1,5,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.4,F,,,WD,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_1_6,4,1,6,moderate,3,3,3,12,300,3,3,67,300,3,3,3,FALSE,FALSE,1.1,0.4,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_1_7,4,1,7,moderate,3,180,250,3,3,3,3,3,25,3,3,3,FALSE,FALSE,0.4,0.2,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_1_8,4,1,8,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,0.4,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_1_9,4,1,9,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,0.5,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_1_10,4,1,10,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.4,0.8,,,,R,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_2_0,4,2,0,moderate,3,83,3,3,3,3,3,3,3,3,57,300,FALSE,FALSE,0,0.6,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_2_1,4,2,1,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SD,,,SD,no live,,tree - not sampled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_2_2,4,2,2,moderate,3,3,3,3,3,3,7,300,187,3,3,3,FALSE,FALSE,1.3,1.1,F,,,L,no live,,near tree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_2_3,4,2,3,moderate,3,3,3,22,70,123,3,260,300,3,3,3,FALSE,FALSE,1.6,1.5,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_2_4,4,2,4,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.1,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_2_5,4,2,5,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,0.7,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_2_6,4,2,6,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,1,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_2_7,4,2,7,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.7,0.1,WD,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_2_8,4,2,8,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.2,,,,M,no live,,NA,84.94540277841004,141.3936973677576,0.07396063274488708,1.0704469723902212,3.8879818939846293,0.15154924870436157,0.01527044820248288,NA,NA,NA,NA,NA,NA,NA,NA
4_2_9,4,2,9,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_2_10,4,2,10,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_3_0,4,3,0,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.1,0.2,,,,L,no live,,NA,76.61792328790638,286.6913305608565,0.029675435539979728,1.0704469723902212,3.8879818939846293,0.13669237335727596,0.030962519510638123,NA,NA,NA,NA,NA,NA,NA,NA
4_3_1,4,3,1,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.3,0.5,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_3_2,4,3,2,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,1,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_3_3,4,3,3,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,1.7,,,,L,no live,,NA,93.44844487467492,188.2582230866286,0.06722659438011994,1.0704469723902212,3.8879818939846293,0.16671934148445047,0.020331793409848083,NA,NA,NA,NA,NA,NA,NA,NA
4_3_4,4,3,4,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,0.8,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_3_5,4,3,5,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,1,L,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_3_6,4,3,6,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,1.2,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_3_7,4,3,7,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.4,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_3_8,4,3,8,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,1.2,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_3_9,4,3,9,moderate,3,3,3,3,140,300,3,3,3,3,3,3,FALSE,FALSE,0.1,1.1,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_3_10,4,3,10,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.5,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_4_0,4,4,0,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,0.4,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_4_1,4,4,1,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,,,,WD,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_4_2,4,4,2,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.5,0.8,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_4_3,4,4,3,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,1,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_4_4,4,4,4,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.1,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_4_5,4,4,5,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.7,0.1,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_4_6,4,4,6,moderate,300,300,300,20,30,300,3,3,3,3,3,3,FALSE,FALSE,0.2,1.4,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_4_7,4,4,7,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.1,0.8,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_4_8,4,4,8,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.6,0.8,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_4_9,4,4,9,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.9,0.4,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_4_10,4,4,10,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,L,,,R,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4_5_0,4,5,0,moderate,5,5,300,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,0.3,,,,L,no live,,NA,98.30869184952721,209.00743527874317,0.06701515208718961,1.0704469723902212,3.8879818939846293,0.17539040258328273,0.022572697890886596,NA,NA,NA,NA,NA,NA,NA,NA
4_5_1,4,5,1,moderate,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,0.2,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
