location_ID,plot_ID,x.m,y.m,burn_severity,WD_0cm_1.sec,WD_0cm_2.sec,WD_0cm_3.sec,WD_1cm_1.sec,WD_1cm_2.sec,WD_1cm_3.sec,WD_2cm_1.sec,WD_2cm_2.sec,WD_2cm_3.sec,WD_3cm_1.sec,WD_3cm_2.sec,WD_3cm_3.sec,WD_4cm.hydrophobic,WD_5cm.hydrophobic,litter_depth.cm,theta_i.percent,LF1,LF2,LF3,ground_cover,overstory1,overstory2,notes,S.mm_hr0.5,kfs.mm_hr,hf.m,a1,a2,c1,c2,bulk_density.gcm3,soil_texture_class,sand.percent,silt.percent,clay.percent,total_organic_carbon.percent,total_nitrogen.percent,notes_soil
7_1_3,7,1,3,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,0.9,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_1_4,7,1,4,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_1_5,7,1,5,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_1_6,7,1,6,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.1,G,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_1_7,7,1,7,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,G,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_1_8,7,1,8,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_1_9,7,1,9,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2.5,F,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_1_10,7,1,10,low,3,3,3,3,3,200,3,3,3,3,3,3,FALSE,FALSE,0.6,NA,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_2_0,7,2,0,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_2_1,7,2,1,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_2_2,7,2,2,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,NA,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_2_3,7,2,3,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,0.8,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_2_4,7,2,4,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,G,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_2_5,7,2,5,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_2_6,7,2,6,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,NA,F,,,L,no live,,too loose for SM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_2_7,7,2,7,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.8,NA,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_2_8,7,2,8,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,NA,F,,,L,no live,,NA,124.25960781468713,75.25539926568193,0.2973536009515273,1.0704469723902212,3.8879818939846293,0.22168886829271348,0.008127545271376543,NA,NA,NA,NA,NA,NA,NA,NA
7_2_9,7,2,9,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,2,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_2_10,7,2,10,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,G,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_3_0,7,3,0,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.6,NA,F,,,L,no live,,NA,97.48319024051696,113.32929308067303,0.12152571823206171,1.0704469723902212,3.8879818939846293,0.17391764308650223,0.012239506654325952,NA,NA,NA,NA,NA,NA,NA,NA
7_3_1,7,3,1,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,L,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_3_2,7,3,2,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.9,NA,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_3_3,7,3,3,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.4,F,,,R,no live,,NA,105.6428079194276,248.84252228264597,0.06499892686175197,1.0704469723902212,3.8879818939846293,0.18847503982025493,0.026874867252455394,NA,NA,NA,NA,NA,NA,NA,NA
7_3_4,7,3,4,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_3_5,7,3,5,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,M,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_3_6,7,3,6,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,1.2,L,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_3_7,7,3,7,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_3_8,7,3,8,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,NA,G,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_3_9,7,3,9,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,4.2,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_3_10,7,3,10,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_4_0,7,4,0,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,NA,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_4_1,7,4,1,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.8,NA,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_4_2,7,4,2,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_4_3,7,4,3,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.8,1.8,F,L,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_4_4,7,4,4,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,NA,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_4_5,7,4,5,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.7,NA,F,WD,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_4_6,7,4,6,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,3.9,,,,R,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_4_7,7,4,7,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,G,,,R,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_4_8,7,4,8,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_4_9,7,4,9,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,1.7,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_4_10,7,4,10,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,NA,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_5_0,7,5,0,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,NA,F,L,,L,no live,,NA,115.82201937021068,138.01015195065088,0.14087117611957647,1.0704469723902212,3.8879818939846293,0.2066355499516059,0.01490502699917217,NA,NA,NA,NA,NA,NA,NA,NA
7_5_1,7,5,1,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_5_2,7,5,2,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,G,,,SD,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_5_3,7,5,3,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.4,0.8,G,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_5_4,7,5,4,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_5_5,7,5,5,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,NA,F,,,L,no live,,NA,77.36156759220923,283.1306571982209,0.030634763712661987,1.0704469723902212,3.8879818939846293,0.13801909301406973,0.03057796857829588,NA,NA,NA,NA,NA,NA,NA,NA
7_5_6,7,5,6,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,2.7,F,L,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_5_7,7,5,7,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.6,NA,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_5_8,7,5,8,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_5_9,7,5,9,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,3.2,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_5_10,7,5,10,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_6_0,7,6,0,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_6_1,7,6,1,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.4,NA,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_6_2,7,6,2,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_6_3,7,6,3,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,F,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_6_4,7,6,4,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_6_5,7,6,5,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,NA,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_6_6,7,6,6,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,3.7,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_6_7,7,6,7,low,3,3,3,31,240,300,33,3,300,3,3,3,FALSE,FALSE,0.9,NA,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_6_8,7,6,8,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_6_9,7,6,9,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,3.7,WD,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_6_10,7,6,10,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,0,NA,,,,B,no live,,disturbed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_7_0,7,7,0,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.7,NA,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_7_1,7,7,1,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.1,NA,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_7_2,7,7,2,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_7_3,7,7,3,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,4.6,WD,,,M,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_7_4,7,7,4,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_7_5,7,7,5,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_7_6,7,7,6,low,3,3,3,3,3,20,3,10,130,3,3,3,FALSE,FALSE,0.3,1.7,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_7_7,7,7,7,low,3,3,3,3,3,40,10,20,30,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_7_8,7,7,8,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_7_9,7,7,9,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,2.9,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_7_10,7,7,10,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.1,NA,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_8_0,7,8,0,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,,,,B,no live,,disturbed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_8_1,7,8,1,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2,NA,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_8_2,7,8,2,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,F,,,L,no live,,NA,147.15352346750245,136.18083501799984,0.23044975312314045,1.0704469723902212,3.8879818939846293,0.2625334061205689,0.014707461690491416,NA,NA,NA,NA,NA,NA,NA,NA
7_8_3,7,8,3,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.6,3.2,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_8_4,7,8,4,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_8_5,7,8,5,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_8_6,7,8,6,low,3,3,3,120,270,300,120,300,300,3,3,3,FALSE,FALSE,0.1,4.6,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_8_7,7,8,7,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,F,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_8_8,7,8,8,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,M,no live,,NA,132.2338157112584,101.94769665031487,0.24857563144216394,1.0704469723902212,3.8879818939846293,0.23591547945953847,0.01101029996416282,NA,NA,NA,NA,NA,NA,NA,NA
7_8_9,7,8,9,low,3,3,3,10,180,300,3,3,3,3,3,3,FALSE,FALSE,0.1,4.6,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_8_10,7,8,10,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_9_0,7,9,0,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_9_1,7,9,1,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,M,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_9_2,7,9,2,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_9_3,7,9,3,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,3,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_9_4,7,9,4,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_9_5,7,9,5,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,NA,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_9_6,7,9,6,low,3,3,3,3,3,185,3,3,300,3,3,3,FALSE,FALSE,0.3,1.3,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_9_7,7,9,7,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_9_8,7,9,8,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_9_9,7,9,9,low,3,3,3,50,50,147,10,10,15,3,3,3,FALSE,FALSE,2.3,1.3,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_9_10,7,9,10,low,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,,,,B,no live,,disturbed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_10_0,7,10,0,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,F,,,L,no live,,NA,45.19950501791371,281.748693129479,0.010508878156177747,1.0704469723902212,3.8879818939846293,0.08063945549993719,0.030428717153923496,0.7583333329999998,NA,NA,NA,NA,3,0.22,Soil texture sample not available from this location
7_10_1,7,10,1,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_10_2,7,10,2,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.9,NA,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_10_3,7,10,3,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.7,3.1,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_10_4,7,10,4,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_10_5,7,10,5,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,NA,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_10_6,7,10,6,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.8,,,,WD,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_10_7,7,10,7,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,F,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_10_8,7,10,8,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,NA,F,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_10_9,7,10,9,low,5,5,5,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2.1,,,,B,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7_10_10,7,10,10,low,30,45,300,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA,125.84002175144748,151.23648949155287,0.1517511149729267,1.0704469723902212,3.8879818939846293,0.2245084504822609,0.016333464801470948,0.974814815,Sandy Loam,68,28,4,2.5,0.19,NA
8_0_0,8,0,0,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2,NA,,,,L,no live,,NA,50.21301887146865,311.7535122259568,0.011721203856676918,1.0704469723902212,3.8879818939846293,0.08958395670922774,0.03366922252557322,0.8153658540000002,Sandy Loam,66,28,6,2.4,0.14,NA
8_0_1,8,0,1,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,TRUE,0,NA,,,,WD,no live,,NA,39.69445667948674,232.54337147654505,0.00981989102627432,1.0704469723902212,3.8879818939846293,0.07081801828871892,0.025114567162970808,NA,NA,NA,NA,NA,NA,NA,NA
8_0_2,8,0,2,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,3.1,NA,,,,L,no live,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8_0_3,8,0,3,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,3,,,,L,no live,,NA,73.57588232443244,439.5894954493013,0.017847383722205522,1.0704469723902212,3.8879818939846293,0.13126513412521323,0.04747544441924228,NA,NA,NA,NA,NA,NA,NA,NA
8_0_4,8,0,4,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,PSME,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8_0_5,8,0,5,low,3,3,3,3,3,3,3,3,3,300,300,300,FALSE,FALSE,0,NA,,,,WD,PSME,,downed log,91.37945885201168,215.60089222060418,0.056130320134260205,1.0704469723902212,3.8879818939846293,0.16302810844465448,0.023284787924462244,NA,NA,NA,NA,NA,NA,NA,NA
8_0_6,8,0,6,low,3,3,3,300,300,300,300,300,300,190,300,300,FALSE,FALSE,0,0.9,WD,,,M,PSME,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8_0_7,8,0,7,low,3,3,3,142,178,300,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,PSME,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8_0_8,8,0,8,low,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,M,PSME,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
