location_ID,plot_ID,burn_severity,x.m,y.m,WD_0cm_1.sec,WD_0cm_2.sec,WD_0cm_3.sec,WD_1cm_1.sec,WD_1cm_2.sec,WD_1cm_3.sec,WD_2cm_1.sec,WD_2cm_2.sec,WD_2cm_3.sec,WD_3cm_1.sec,WD_3cm_2.sec,WD_3cm_3.sec,WD_4cm.hydrophobic,WD_5cm.hydrophobic,litter_depth.cm,theta_i.percent,LF1,LF2,LF3,ground_cover,overstory1,overstory2,notes
5_8_1,5,moderate,8,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too loose to sample soil moisture
5_8_2,5,moderate,8,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.6,F,,,B,no live,,NA
5_8_3,5,moderate,8,3,20,20,300,3,3,5,3,3,3,3,3,3,FALSE,FALSE,0,0.9,,,,B,no live,,NA
5_8_4,5,moderate,8,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.8,,,,WD,no live,,NA
5_8_5,5,moderate,8,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,3.2,F,,,L,no live,,NA
5_8_6,5,moderate,8,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.2,1.2,F,,,L,no live,,NA
5_8_7,5,moderate,8,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.4,F,,,M,no live,,NA
5_8_8,5,moderate,8,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.7,0.6,,,,L,no live,,NA
5_8_9,5,moderate,8,9,3,3,3,300,300,300,20,20,20,10,10,10,FALSE,FALSE,0,1.3,,,,B,no live,,NA
5_8_10,5,moderate,8,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.5,2,F,,,L,no live,,loose sticks
5_9_0,5,moderate,9,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,no live,,too loose to sample soil moisture
5_9_1,5,moderate,9,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,0.7,F,,,L,no live,,NA
5_9_2,5,moderate,9,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,2,WD,,,L,no live,,NA
5_9_3,5,moderate,9,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,no live,,too loose to sample soil moisture
5_9_4,5,moderate,9,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.5,2.1,F,,,L,no live,,loose packed sticks
5_9_5,5,moderate,9,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,F,,,B,no live,,NA
5_9_6,5,moderate,9,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,too loose to sample soil moisture
5_9_7,5,moderate,9,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.7,1.5,,,,L,no live,,NA
5_9_8,5,moderate,9,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.6,,,,R,no live,,NA
5_9_9,5,moderate,9,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,too loose to sample soil moisture
5_9_10,5,moderate,9,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.4,,,,R,no live,,NA
5_10_0,5,moderate,10,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.7,,,,B,no live,,NA
5_10_1,5,moderate,10,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,0.5,F,,,L,no live,,NA
5_10_2,5,moderate,10,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,F,,,B,no live,,NA
5_10_3,5,moderate,10,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,F,,,R,no live,,NA
5_10_4,5,moderate,10,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too loose to sample soil moisture
5_10_5,5,moderate,10,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,3.6,0.5,,,,L,no live,,litter is pile of loose packed sticks
5_10_6,5,moderate,10,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too loose to sample soil moisture
5_10_7,5,moderate,10,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,,,,B,no live,,NA
5_10_8,5,moderate,10,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.7,F,,,B,no live,,NA
5_10_9,5,moderate,10,9,80,300,300,17,20,3,3,3,20,3,3,3,FALSE,FALSE,0,0.6,,,,B,no live,,NA
5_10_10,5,moderate,10,10,5,5,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,,,,B,no live,,NA
6_0_0,6,moderate,0,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.8,,,,R,no live,,downslope of large tree
6_0_1,6,moderate,0,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.4,,,,WD,no live,,downslope of large tree
6_0_2,6,moderate,0,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,1.6,F,,,L,no live,,downslope of large tree
6_0_3,6,moderate,0,3,3,3,3,132,146,300,3,8,300,3,3,3,FALSE,FALSE,0.2,1.2,F,,,B,no live,,downslope of large tree
6_0_4,6,moderate,0,4,3,3,3,3,3,3,68,300,300,3,3,38,FALSE,FALSE,0.2,0.7,,,,R,no live,,downslope of large tree
6_0_5,6,moderate,0,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.9,1.2,,,,L,no live,,NA
6_0_6,6,moderate,0,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,2.2,F,,,L,no live,,NA
6_0_7,6,moderate,0,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,0.7,,,,L,no live,,NA
6_0_8,6,moderate,0,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,2.2,,,,L,no live,,NA
6_0_9,6,moderate,0,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,1.5,,,,L,no live,,NA
6_0_10,6,moderate,0,10,3,3,3,3,3,3,3,3,3,3,183,300,FALSE,FALSE,0.2,NA,,,,L,no live,,too rocky for SM
6_1_0,6,moderate,1,0,3,3,3,3,3,3,3,3,300,3,300,300,TRUE,FALSE,0.6,0.9,F,,,L,no live,,downslope of large tree
6_1_1,6,moderate,1,1,3,3,3,3,3,3,3,3,3,3,3,300,FALSE,FALSE,0.3,0.6,,,,L,no live,,downslope of large tree
6_1_2,6,moderate,1,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.7,1.2,F,,,L,no live,,downslope of large tree
6_1_3,6,moderate,1,3,3,3,3,3,300,300,3,3,3,3,3,3,FALSE,FALSE,0.1,0.7,,,,L,no live,,downslope of large tree
6_1_4,6,moderate,1,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.7,,,,B,no live,,downslope of large tree
6_1_5,6,moderate,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,SD,no live,,tree
6_1_6,6,moderate,1,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.1,0.8,F,,,L,no live,,NA
6_1_7,6,moderate,1,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,NA,,,,L,no live,,NA
6_1_8,6,moderate,1,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,0.8,F,,,L,no live,,NA
6_1_9,6,moderate,1,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,0.7,F,,,L,no live,,NA
6_1_10,6,moderate,1,10,3,3,3,3,64,300,3,3,25,3,3,3,FALSE,FALSE,0.1,1.9,,,,L,no live,,NA
6_2_0,6,moderate,2,0,3,3,3,33,280,300,3,3,3,3,3,3,FALSE,FALSE,0.2,0.6,F,WD,,L,no live,,NA
6_2_1,6,moderate,2,1,3,3,3,3,3,300,3,34,300,300,300,300,TRUE,FALSE,0.2,1.5,F,,,L,no live,,NA
6_2_2,6,moderate,2,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,0.5,F,,,L,no live,,NA
6_2_3,6,moderate,2,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.9,0.6,,,,L,no live,,NA
6_2_4,6,moderate,2,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,1.1,F,,,L,no live,,NA
6_2_5,6,moderate,2,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,0.9,,,,L,no live,,NA
6_2_6,6,moderate,2,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,0.9,,,,L,no live,,NA
6_2_7,6,moderate,2,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.9,0.6,,,,L,no live,,NA
6_2_8,6,moderate,2,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,2.5,,,,L,no live,,NA
6_2_9,6,moderate,2,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,0.5,F,,,B,no live,,NA
6_2_10,6,moderate,2,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,3.4,,,,L,no live,,NA
6_3_0,6,moderate,3,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,0.8,,,,L,no live,,NA
6_3_1,6,moderate,3,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.9,1.1,,,,L,no live,,NA
6_3_2,6,moderate,3,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,1.6,F,,,L,no live,,NA
6_3_3,6,moderate,3,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,0.6,,,,L,no live,,NA
6_3_4,6,moderate,3,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,2.6,F,,,L,no live,,NA
6_3_5,6,moderate,3,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.9,,,,R,no live,,NA
6_3_6,6,moderate,3,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,0.5,,,,L,no live,,NA
6_3_7,6,moderate,3,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,1.2,L,,,L,no live,,NA
6_3_8,6,moderate,3,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,1.9,,,,L,no live,,NA
6_3_9,6,moderate,3,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,1.5,,,,L,no live,,NA
6_3_10,6,moderate,3,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.8,F,,,WD,no live,,NA
6_4_0,6,moderate,4,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,NA,,,,L,no live,,NA
6_4_1,6,moderate,4,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,0.6,,,,L,no live,,NA
6_4_2,6,moderate,4,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,0.9,,,,L,no live,,NA
6_4_3,6,moderate,4,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.7,0.9,,,,L,no live,,NA
6_4_4,6,moderate,4,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.2,,,,WD,no live,,NA
6_4_5,6,moderate,4,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.9,0.6,,,,L,no live,,NA
6_4_6,6,moderate,4,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.8,,,,R,no live,,NA
6_4_7,6,moderate,4,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,,,,B,no live,,NA
6_4_8,6,moderate,4,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,0.9,,,,L,no live,,NA
6_4_9,6,moderate,4,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,NA,,,,L,no live,,NA
6_4_10,6,moderate,4,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,1.6,,,,L,no live,,NA
6_5_0,6,moderate,5,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2,L,,,B,no live,,NA
6_5_1,6,moderate,5,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,1.4,,,,L,no live,,NA
6_5_2,6,moderate,5,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.7,,,,R,no live,,NA
6_5_3,6,moderate,5,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.7,,,,B,no live,,NA
6_5_4,6,moderate,5,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,1.5,,,,L,no live,,NA
6_5_5,6,moderate,5,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,3.9,,,,L,no live,,NA
6_5_6,6,moderate,5,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.3,0.5,WD,,,L,no live,,NA
6_5_7,6,moderate,5,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,NA,,,,L,no live,,NA
6_5_8,6,moderate,5,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,2.3,,,,L,no live,,NA
6_5_9,6,moderate,5,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.8,,,,WD,no live,,NA
6_5_10,6,moderate,5,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,1.3,,,,L,no live,,NA
6_6_0,6,moderate,6,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.9,,,,B,no live,,NA
6_6_1,6,moderate,6,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,F,,,B,no live,,NA
6_6_2,6,moderate,6,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2,F,,,B,no live,,NA
6_6_3,6,moderate,6,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,1.9,F,,,L,no live,,NA
6_6_4,6,moderate,6,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.3,1,F,,,L,no live,,NA
6_6_5,6,moderate,6,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.2,1.6,WD,F,,L,no live,,NA
6_6_6,6,moderate,6,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,3.1,3.1,,,,L,no live,,NA
6_6_7,6,moderate,6,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.2,F,,,B,no live,,NA
6_6_8,6,moderate,6,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.7,1.8,F,,,L,no live,,NA
6_6_9,6,moderate,6,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.7,F,,,R,no live,,NA
6_6_10,6,moderate,6,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.6,F,,,B,no live,,NA
6_7_0,6,moderate,7,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.8,,,,B,no live,,NA
6_7_1,6,moderate,7,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,,,,B,no live,,NA
6_7_2,6,moderate,7,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,3.5,1.6,,,,L,no live,,NA
6_7_3,6,moderate,7,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,0.7,F,,,L,no live,,NA
6_7_4,6,moderate,7,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2,,,,R,no live,,NA
6_7_5,6,moderate,7,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2.3,,,,B,no live,,NA
6_7_6,6,moderate,7,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,2.2,,,,L,no live,,NA
6_7_7,6,moderate,7,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.4,,,,B,no live,,NA
6_7_8,6,moderate,7,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too rocky for SM
6_7_9,6,moderate,7,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2.4,F,,,B,no live,,NA
6_7_10,6,moderate,7,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,1.5,F,,,L,no live,,NA
6_8_0,6,moderate,8,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,,,,L,no live,,NA
6_8_1,6,moderate,8,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.6,,,,R,no live,,NA
6_8_2,6,moderate,8,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,1.5,,,,L,no live,,NA
6_8_3,6,moderate,8,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.6,L,,,M,no live,,NA
6_8_4,6,moderate,8,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,1.4,,,,L,no live,,NA
6_8_5,6,moderate,8,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.6,,,,B,no live,,NA
6_8_6,6,moderate,8,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.1,2.4,F,,,L,no live,,NA
6_8_7,6,moderate,8,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.1,,,,B,no live,,NA
6_8_8,6,moderate,8,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.9,,,,R,no live,,NA
6_8_9,6,moderate,8,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.7,1.7,F,,,L,no live,,NA
6_8_10,6,moderate,8,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.8,F,L,,WD,no live,,NA
6_9_0,6,moderate,9,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,,,,L,no live,,too rocky for SM
6_9_1,6,moderate,9,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.1,,,,B,no live,,NA
6_9_2,6,moderate,9,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.3,0.5,F,,,L,no live,,NA
6_9_3,6,moderate,9,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,too rocky for SM
6_9_4,6,moderate,9,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,,,,M,no live,,NA
6_9_5,6,moderate,9,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2,1,F,,,L,no live,,NA
6_9_6,6,moderate,9,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.4,F,,,F,no live,,NA
6_9_7,6,moderate,9,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,no live,,too rocky for SM
6_9_8,6,moderate,9,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,0.5,F,,,L,no live,,NA
6_9_9,6,moderate,9,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,,,,R,no live,,NA
6_9_10,6,moderate,9,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.5,,,,WD,no live,,NA
6_10_0,6,moderate,10,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,too rocky for SM
6_10_1,6,moderate,10,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.5,,,,R,no live,,NA
6_10_2,6,moderate,10,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,too rocky for SM
6_10_3,6,moderate,10,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.6,F,,,R,no live,,NA
6_10_4,6,moderate,10,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,,,,R,no live,,NA
6_10_5,6,moderate,10,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,M,no live,,too rocky for SM
6_10_6,6,moderate,10,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,0.5,F,,,L,no live,,NA
6_10_7,6,moderate,10,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too rocky for SM
6_10_8,6,moderate,10,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,,,,R,no live,,NA
6_10_9,6,moderate,10,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.6,,,,B,no live,,NA
6_10_10,6,moderate,10,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.9,F,,,B,no live,,NA
7_0_0,7,low,0,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,NA
7_0_1,7,low,0,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.1,NA,G,SD,,L,no live,,NA
7_0_2,7,low,0,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,NA,F,,,L,no live,,NA
7_0_3,7,low,0,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2.3,F,WD,,B,no live,,NA
7_0_4,7,low,0,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,M,no live,,NA
7_0_5,7,low,0,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,M,no live,,NA
7_0_6,7,low,0,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,1.2,,,,L,no live,,NA
7_0_7,7,low,0,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.8,NA,,,,L,no live,,NA
7_0_8,7,low,0,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,NA,F,,,L,no live,,NA
7_0_9,7,low,0,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,3.2,,,,L,no live,,NA
7_0_10,7,low,0,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.3,NA,F,,,L,no live,,NA
7_1_0,7,low,1,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,R,no live,,NA
7_1_1,7,low,1,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,NA,NA,SD,,,SD,no live,,tree
7_1_2,7,low,1,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.7,NA,,,,L,no live,,NA
7_1_3,7,low,1,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,0.9,,,,L,no live,,NA
7_1_4,7,low,1,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA
7_1_5,7,low,1,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA
7_1_6,7,low,1,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.1,G,,,B,no live,,NA
7_1_7,7,low,1,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,G,,,L,no live,,NA
7_1_8,7,low,1,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,NA
7_1_9,7,low,1,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2.5,F,,,B,no live,,NA
7_1_10,7,low,1,10,3,3,3,3,3,200,3,3,3,3,3,3,FALSE,FALSE,0.6,NA,,,,L,no live,,NA
7_2_0,7,low,2,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,,,,L,no live,,NA
7_2_1,7,low,2,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,F,,,L,no live,,NA
7_2_2,7,low,2,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,NA,,,,L,no live,,NA
7_2_3,7,low,2,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,0.8,,,,L,no live,,NA
7_2_4,7,low,2,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,G,no live,,NA
7_2_5,7,low,2,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,no live,,NA
7_2_6,7,low,2,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,NA,F,,,L,no live,,too loose for SM
7_2_7,7,low,2,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.8,NA,,,,L,no live,,NA
7_2_8,7,low,2,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,NA,F,,,L,no live,,NA
7_2_9,7,low,2,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,2,F,,,L,no live,,NA
7_2_10,7,low,2,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,G,,,L,no live,,NA
7_3_0,7,low,3,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.6,NA,F,,,L,no live,,NA
7_3_1,7,low,3,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,L,,,L,no live,,NA
7_3_2,7,low,3,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.9,NA,,,,L,no live,,NA
7_3_3,7,low,3,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.4,F,,,R,no live,,NA
7_3_4,7,low,3,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,NA
7_3_5,7,low,3,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,M,no live,,NA
7_3_6,7,low,3,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,1.2,L,,,L,no live,,NA
7_3_7,7,low,3,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,F,,,L,no live,,NA
7_3_8,7,low,3,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,NA,G,,,L,no live,,NA
7_3_9,7,low,3,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,4.2,,,,L,no live,,NA
7_3_10,7,low,3,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,NA
