location_ID,plot_ID,burn_severity,x.m,y.m,WD_0cm_1.sec,WD_0cm_2.sec,WD_0cm_3.sec,WD_1cm_1.sec,WD_1cm_2.sec,WD_1cm_3.sec,WD_2cm_1.sec,WD_2cm_2.sec,WD_2cm_3.sec,WD_3cm_1.sec,WD_3cm_2.sec,WD_3cm_3.sec,WD_4cm.hydrophobic,WD_5cm.hydrophobic,litter_depth.cm,theta_i.percent,LF1,LF2,LF3,ground_cover,overstory1,overstory2,notes
2_5_10,2,high,5,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,F,,,R,no live,,NA
2_6_0,2,high,6,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,too rocky for soil moisture
2_6_1,2,high,6,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,too rocky for soil moisture
2_6_2,2,high,6,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too rocky for soil moisture
2_6_3,2,high,6,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.3,,,,B,no live,,NA
2_6_4,2,high,6,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,F,,,R,no live,,NA
2_6_5,2,high,6,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2,0.5,F,,,L,no live,,NA
2_6_6,2,high,6,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.7,0.7,F,L,,L,no live,,NA
2_6_7,2,high,6,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.6,F,,,B,no live,,NA
2_6_8,2,high,6,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.1,0.5,F,,,L,no live,,NA
2_6_9,2,high,6,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,,,,B,no live,,NA
2_6_10,2,high,6,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.7,1,F,,,L,no live,,NA
2_7_0,2,high,7,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,3.3,,,,B,no live,,NA
2_7_1,2,high,7,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,1.4,,,,L,no live,,NA
2_7_2,2,high,7,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,too rocky for soil moisture
2_7_3,2,high,7,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too rocky for soil moisture
2_7_4,2,high,7,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.4,F,,,R,no live,,NA
2_7_5,2,high,7,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,0.5,F,,,L,no live,,NA
2_7_6,2,high,7,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too rocky for soil moisture
2_7_7,2,high,7,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,F,,,R,no live,,NA
2_7_8,2,high,7,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.1,2.8,F,,,B,no live,,NA
2_7_9,2,high,7,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,too rocky for soil moisture
2_7_10,2,high,7,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,,,,WD,no live,,NA
2_8_0,2,high,8,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.7,,,,B,no live,,NA
2_8_1,2,high,8,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,,,,B,no live,,NA
2_8_2,2,high,8,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,,,,L,no live,,too rocky for soil moisture
2_8_3,2,high,8,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,,,,B,no live,,NA
2_8_4,2,high,8,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,no live,,too rocky for soil moisture
2_8_5,2,high,8,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2,NA,,,,L,no live,,litter pile adjacent rill - deposited by flow/too rocky for soil moisture
2_8_6,2,high,8,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,0.8,G,F,,L,no live,,NA
2_8_7,2,high,8,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,L,,B,no live,,too rocky for soil moisture
2_8_8,2,high,8,8,7,36,160,3,7,20,3,3,3,3,3,3,FALSE,FALSE,0.1,1.3,F,,,L,no live,,NA
2_8_9,2,high,8,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,too rocky for soil moisture
2_8_10,2,high,8,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,,,,WD,no live,,NA
2_9_0,2,high,9,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too loose for soil moisture
2_9_1,2,high,9,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,,,,B,no live,,NA
2_9_2,2,high,9,2,3,3,3,3,3,3,46,3,3,3,3,3,FALSE,FALSE,0,0.5,,,,B,no live,,NA
2_9_3,2,high,9,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too rocky for soil moisture
2_9_4,2,high,9,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.9,,,,B,no live,,NA
2_9_5,2,high,9,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,F,,,B,no live,,NA
2_9_6,2,high,9,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,too rocky for soil moisture
2_9_7,2,high,9,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2.4,F,,,B,no live,,NA
2_9_8,2,high,9,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2.4,,,,R,no live,,NA
2_9_9,2,high,9,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,no live,,woody dead - can't sample soil moisture
2_9_10,2,high,9,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2,NA,,,,L,no live,,pile of litter - likely from flow behind log
2_10_0,2,high,10,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,F,,,B,no live,,NA
2_10_1,2,high,10,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,,,,WD,no live,,NA
2_10_2,2,high,10,2,3,20,300,3,3,81,23,175,266,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,too rocky for soil moisture
2_10_3,2,high,10,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,too rocky for soil moisture
2_10_4,2,high,10,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,0.5,,,,L,no live,,NA
2_10_5,2,high,10,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,F,,,B,no live,,NA
2_10_6,2,high,10,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,2.7,F,,,L,no live,,NA
2_10_7,2,high,10,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,too rocky for soil moisture
2_10_8,2,high,10,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,too rocky for soil moisture
2_10_9,2,high,10,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,no live,,too rocky for soil moisture
2_10_10,2,high,10,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.2,F,,,B,no live,,NA
3_0_0,3,high,0,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too loose to sample soil moisture
3_0_1,3,high,0,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.6,,,,R,no live,,NA
3_0_2,3,high,0,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,,,,B,no live,,too loose to sample soil moisture
3_0_3,3,high,0,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,NA,F,,,L,no live,,too loose to sample soil moisture
3_0_4,3,high,0,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.8,,,,B,no live,,NA
3_0_5,3,high,0,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,L,,B,no live,,too loose to sample soil moisture
3_0_6,3,high,0,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,NA,,,,L,no live,,too loose to sample soil moisture
3_0_7,3,high,0,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,NA,0.5,F,,,B,no live,,NA
3_0_8,3,high,0,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,NA,3,F,,,R,no live,,NA
3_0_9,3,high,0,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,NA,NA,,,,R,no live,,too loose to sample soil moisture
3_0_10,3,high,0,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.2,NA,,,,L,no live,,too loose to sample soil moisture
3_1_0,3,high,1,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.7,,,,R,no live,,NA
3_1_1,3,high,1,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.4,,,,B,no live,,NA
3_1_2,3,high,1,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,NA,,,,L,no live,,too rocky for soil moisture
3_1_3,3,high,1,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,NA
3_1_4,3,high,1,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,F,,,R,no live,,NA
3_1_5,3,high,1,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,,,,B,no live,,too loose to sample soil moisture
3_1_6,3,high,1,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,WD,no live,,too loose to sample soil moisture
3_1_7,3,high,1,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2,NA,L,,,L,no live,,NA
3_1_8,3,high,1,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,1.4,F,,,L,no live,,too loose to sample soil moisture
3_1_9,3,high,1,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.4,NA,F,,,L,no live,,NA
3_1_10,3,high,1,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,0.6,,,,L,no live,,NA
3_2_0,3,high,2,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,R,no live,,too rocky for soil moisture
3_2_1,3,high,2,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,,,,L,no live,,too rocky for soil moisture
3_2_2,3,high,2,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,no live,,too rocky for soil moisture
3_2_3,3,high,2,3,3,3,3,3,3,3,3,3,3,5,14,15,FALSE,FALSE,0,0.5,L,,,B,no live,,NA
3_2_4,3,high,2,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,2.4,F,G,,L,no live,,NA
3_2_5,3,high,2,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.2,NA,,,,L,no live,,too rocky for soil moisture
3_2_6,3,high,2,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,too loose to sample soil moisture
3_2_7,3,high,2,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.1,NA,F,,,L,no live,,too rocky for soil moisture
3_2_8,3,high,2,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too rocky for soil moisture
3_2_9,3,high,2,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,no live,,too rocky for soil moisture
3_2_10,3,high,2,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,F,,,WD,no live,,NA
3_3_0,3,high,3,0,3,3,3,3,3,3,3,3,3,5,5,5,FALSE,FALSE,0,0.9,,,,R,no live,,NA
3_3_1,3,high,3,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,L,,,R,no live,,too rocky for soil moisture
3_3_2,3,high,3,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,too rocky for soil moisture
3_3_3,3,high,3,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,WD,F,,R,no live,,too rocky for soil moisture
3_3_4,3,high,3,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.1,WD,F,,R,no live,,NA
3_3_5,3,high,3,5,3,3,3,3,3,3,3,3,3,3,5,7,FALSE,FALSE,0.7,NA,L,,,L,no live,,too rocky for soil moisture
3_3_6,3,high,3,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.9,NA,F,,,L,no live,,too loose to sample soil moisture
3_3_7,3,high,3,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.1,NA,F,,,L,no live,,too loose to sample soil moisture
3_3_8,3,high,3,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,R,no live,,too rocky for soil moisture
3_3_9,3,high,3,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.4,WD,F,,B,no live,,NA
3_3_10,3,high,3,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.5,NA,F,,,L,no live,,loose packed sticks - too loose to sample soil moisture
3_4_0,3,high,4,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,R,no live,,too rocky for soil moisture
3_4_1,3,high,4,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,NA,F,,,L,no live,,too rocky for soil moisture
3_4_2,3,high,4,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,3.7,1.2,F,,,L,no live,,loose packed sticks
3_4_3,3,high,4,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2,0.6,F,L,,L,no live,,NA
3_4_4,3,high,4,4,3,3,3,3,3,3,15,38,45,240,300,300,TRUE,TRUE,1.9,NA,F,,,L,no live,,too loose to sample soil moisture
3_4_5,3,high,4,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,L,,,B,no live,,too rocky for soil moisture
3_4_6,3,high,4,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,NA,,,,L,no live,,too rocky for soil moisture
3_4_7,3,high,4,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,too rocky for soil moisture
3_4_8,3,high,4,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1,2,,,,L,no live,,NA
3_4_9,3,high,4,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.7,1,F,,,L,no live,,loose packed sticks
3_4_10,3,high,4,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too rocky for soil moisture
3_5_0,3,high,5,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,F,,,L,no live,,too loose to sample soil moisture
3_5_1,3,high,5,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,too loose to sample soil moisture
3_5_2,3,high,5,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.4,F,,,R,no live,,NA
3_5_3,3,high,5,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2.2,F,,,B,no live,,NA
3_5_4,3,high,5,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,NA,F,,,L,no live,,too rocky for soil moisture
3_5_5,3,high,5,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.2,F,,,R,no live,,NA
3_5_6,3,high,5,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,F,,,B,no live,,NA
3_5_7,3,high,5,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,2,F,,,L,no live,,NA
3_5_8,3,high,5,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.2,2.2,L,,,L,no live,,NA
3_5_9,3,high,5,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.1,F,,,WD,no live,,NA
3_5_10,3,high,5,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,1,F,,,L,no live,,NA
3_6_0,3,high,6,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,2.1,F,,,B,no live,,NA
3_6_1,3,high,6,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too rocky for soil moisture
3_6_2,3,high,6,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.4,NA,F,,,L,no live,,too rocky for soil moisture
3_6_3,3,high,6,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,too rocky for soil moisture
3_6_4,3,high,6,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too rocky for soil moisture
3_6_5,3,high,6,5,3,3,3,3,3,3,30,3,3,3,3,3,FALSE,FALSE,0.2,NA,F,,,L,no live,,too rocky for soil moisture
3_6_6,3,high,6,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.1,NA,,,,L,no live,,too rocky for soil moisture
3_6_7,3,high,6,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,L,,,B,no live,,too rocky for soil moisture
3_6_8,3,high,6,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,WD,,,B,no live,,too rocky for soil moisture
3_6_9,3,high,6,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too rocky for soil moisture
3_6_10,3,high,6,10,3,3,3,3,3,3,18,3,152,3,3,3,FALSE,FALSE,2.6,NA,F,,,L,no live,,loose packed sticks/too rocky for soil moisture
3_7_0,3,high,7,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,F,,,R,no live,,NA
3_7_1,3,high,7,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too rocky for soil moisture
3_7_2,3,high,7,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.2,NA,,,,L,no live,,too rocky for soil moisture
3_7_3,3,high,7,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.5,NA,,,,L,no live,,too loose to sample soil moisture
3_7_4,3,high,7,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,NA,F,,,L,no live,,too loose to sample soil moisture
3_7_5,3,high,7,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.7,NA,,,,L,no live,,loose packed sticks/too rocky for soil moisture
3_7_6,3,high,7,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too rocky for soil moisture
3_7_7,3,high,7,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.1,,,,R,no live,,NA
3_7_8,3,high,7,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.9,,,,R,no live,,NA
3_7_9,3,high,7,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,too loose to sample soil moisture
3_7_10,3,high,7,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,too loose to sample soil moisture
3_8_0,3,high,8,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,too rocky for soil moisture
3_8_1,3,high,8,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,too rocky for soil moisture
3_8_2,3,high,8,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,F,,,L,no live,,too rocky for soil moisture
3_8_3,3,high,8,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,no live,,too rocky for soil moisture
3_8_4,3,high,8,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.7,,,,B,no live,,NA
3_8_5,3,high,8,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.9,F,,,B,no live,,NA
3_8_6,3,high,8,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,NA,F,,,L,no live,,too rocky for soil moisture
3_8_7,3,high,8,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,,,,B,no live,,NA
3_8_8,3,high,8,8,3,210,300,49,250,300,3,3,3,3,3,3,FALSE,FALSE,0.5,1.8,,,,L,no live,,NA
3_8_9,3,high,8,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,,,,R,no live,,NA
3_8_10,3,high,8,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.6,,,,B,no live,,NA
3_9_0,3,high,9,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,WD,no live,,too rocky for soil moisture
3_9_1,3,high,9,1,163,300,3,63,300,3,3,3,8,3,3,3,FALSE,FALSE,0,1.1,L,,,B,no live,,NA
3_9_2,3,high,9,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.5,,,,R,no live,,NA
3_9_3,3,high,9,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,WD,,,B,no live,,too rocky for soil moisture
3_9_4,3,high,9,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,too rocky for soil moisture
3_9_5,3,high,9,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,too loose to sample soil moisture
3_9_6,3,high,9,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,R,no live,,too loose to sample soil moisture
3_9_7,3,high,9,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,F,,,B,no live,,too rocky for soil moisture
3_9_8,3,high,9,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,WD,F,,B,no live,,too rocky for soil moisture
3_9_9,3,high,9,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,too rocky for soil moisture
3_9_10,3,high,9,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,3.1,,,,R,no live,,NA
3_10_0,3,high,10,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,,,,R,no live,,NA
3_10_1,3,high,10,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1,,,,B,no live,,NA
3_10_2,3,high,10,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.2,,,,WD,no live,,NA
3_10_3,3,high,10,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,WD,no live,,too loose to sample soil moisture
3_10_4,3,high,10,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,,,,WD,no live,,NA
3_10_5,3,high,10,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,B,no live,,large rill/too loose to sample soil moisture
3_10_6,3,high,10,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,NA,,,,R,no live,,large rill/too loose to sample soil moisture
3_10_7,3,high,10,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,,,,WD,no live,,NA
3_10_8,3,high,10,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,F,,,B,no live,,NA
3_10_9,3,high,10,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.6,F,,,R,no live,,NA
3_10_10,3,high,10,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.2,1,,,,L,no live,,NA
4_0_0,4,moderate,0,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.7,1.5,L,,,L,no live,,NA
4_0_1,4,moderate,0,1,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,,,,WD,no live,,NA
4_0_2,4,moderate,0,2,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,0.1,F,,,L,no live,,NA
4_0_3,4,moderate,0,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.3,1.4,,,,L,no live,,NA
4_0_4,4,moderate,0,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,1.5,0.5,F,WD,,L,no live,,NA
4_0_5,4,moderate,0,5,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,,,,WD,no live,,NA
4_0_6,4,moderate,0,6,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.4,0.1,F,,,L,no live,,NA
4_0_7,4,moderate,0,7,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.1,0.4,F,,,L,no live,,NA
4_0_8,4,moderate,0,8,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,0.2,,,,L,no live,,NA
4_0_9,4,moderate,0,9,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.3,1.5,,,,L,no live,,NA
4_0_10,4,moderate,0,10,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,1.3,,,,B,no live,,NA
4_1_0,4,moderate,1,0,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,2.1,1.5,L,,,L,no live,,NA
4_1_1,4,moderate,1,1,3,3,3,5,64,122,43,92,5,3,3,3,FALSE,FALSE,1.1,1.3,,,,L,no live,,NA
4_1_2,4,moderate,1,2,3,3,3,5,9,5,3,3,3,3,3,3,FALSE,FALSE,0.8,0.8,,,,L,no live,,NA
4_1_3,4,moderate,1,3,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0,0.5,F,,,WD,no live,,NA
4_1_4,4,moderate,1,4,3,3,3,3,3,3,3,3,3,3,3,3,FALSE,FALSE,0.6,0.9,,,,L,no live,,NA
