date,location_ID,burn_severity,plot_ID,x.m,y.m,suction.cm,time.sec,I.cm
2020-06-09,1_0_5,high,1,0,5,-1,0,0
2020-06-09,1_0_5,high,1,0,5,-1,5,0.1886280807015056
2020-06-09,1_0_5,high,1,0,5,-1,10,0.3772561614030112
2020-06-09,1_0_5,high,1,0,5,-1,16,0.5658842421045168
2020-06-09,1_0_5,high,1,0,5,-1,23,0.8173883497065243
2020-06-09,1_0_5,high,1,0,5,-1,31,1.0688924573085317
2020-06-09,1_0_5,high,1,0,5,-1,41,1.3203965649105391
2020-06-09,1_0_5,high,1,0,5,-1,48,1.5719006725125466
2020-06-09,1_0_5,high,1,0,5,-1,55,1.7605287532140523
2020-06-09,1_0_5,high,1,0,5,-1,63,1.9491568339155578
2020-06-09,1_0_5,high,1,0,5,-1,74,2.2635369684180673
2020-06-09,1_0_5,high,1,0,5,-1,84,2.5150410760200748
2020-06-09,1_0_5,high,1,0,5,-1,92,2.7036691567215803
2020-06-09,1_0_5,high,1,0,5,-1,100,2.8922972374230858
2020-06-09,1_0_5,high,1,0,5,-1,107,3.0180492912240897
2020-06-09,1_0_5,high,1,0,5,-1,117,3.269553398826097
2020-06-09,1_0_5,high,1,0,5,-1,128,3.5210575064281047
2020-06-09,1_0_5,high,1,0,5,-1,139,3.772561614030112
2020-06-09,1_0_5,high,1,0,5,-1,147,3.9611896947316176
2020-06-09,1_0_5,high,1,0,5,-1,157,4.149817775433124
2020-06-09,1_0_5,high,1,0,5,-1,168,4.401321883035131
2020-06-09,1_0_5,high,1,0,5,-1,177,4.589949963736636
2020-06-09,1_0_5,high,1,0,5,-1,186,4.778578044438142
2020-06-09,1_0_5,high,1,0,5,-1,193,4.904330098239146
2020-06-09,1_0_5,high,1,0,5,-1,202,5.092958178940651
2020-06-09,1_0_5,high,1,0,5,-1,213,5.344462286542659
2020-06-09,1_0_5,high,1,0,5,-1,223,5.5330903672441645
2020-06-09,1_2_8,high,1,2,8,-1,0,0
2020-06-09,1_2_8,high,1,2,8,-1,2,0.12575205380100374
2020-06-09,1_2_8,high,1,2,8,-1,9,0.503008215204015
2020-06-09,1_2_8,high,1,2,8,-1,14,0.8173883497065243
2020-06-09,1_2_8,high,1,2,8,-1,20,1.1317684842090336
2020-06-09,1_2_8,high,1,2,8,-1,26,1.4461486187115429
2020-06-09,1_2_8,high,1,2,8,-1,32,1.7605287532140523
2020-06-09,1_2_8,high,1,2,8,-1,39,2.074908887716562
2020-06-09,1_2_8,high,1,2,8,-1,45,2.389289022219071
2020-06-09,1_2_8,high,1,2,8,-1,58,2.8922972374230858
2020-06-09,1_2_8,high,1,2,8,-1,69,3.3953054526271007
2020-06-09,1_2_8,high,1,2,8,-1,76,3.646809560229108
2020-06-09,1_2_8,high,1,2,8,-1,82,3.8983136678311157
2020-06-09,1_2_8,high,1,2,8,-1,90,4.212693802333625
2020-06-09,1_2_8,high,1,2,8,-1,97,4.464197909935632
2020-06-09,1_2_8,high,1,2,8,-1,105,4.778578044438142
2020-06-09,1_2_8,high,1,2,8,-1,114,5.092958178940651
2020-06-09,1_2_8,high,1,2,8,-1,121,5.344462286542659
2020-06-09,1_2_8,high,1,2,8,-1,125,5.5330903672441645
2020-06-09,1_8_8,high,1,8,8,-1,0,0
2020-06-09,1_8_8,high,1,8,8,-1,3,0.1886280807015056
2020-06-09,1_8_8,high,1,8,8,-1,10,0.8173883497065243
2020-06-09,1_8_8,high,1,8,8,-1,15,1.1317684842090336
2020-06-09,1_8_8,high,1,8,8,-1,20,1.5090246456120449
2020-06-09,1_8_8,high,1,8,8,-1,26,1.823404780114554
2020-06-09,1_8_8,high,1,8,8,-1,32,2.1377849146170633
2020-06-09,1_8_8,high,1,8,8,-1,38,2.452165049119573
2020-06-09,1_8_8,high,1,8,8,-1,44,2.7665451836220822
2020-06-09,1_8_8,high,1,8,8,-1,50,3.0809253181245913
2020-06-09,1_8_8,high,1,8,8,-1,57,3.3953054526271007
2020-06-09,1_8_8,high,1,8,8,-1,64,3.70968558712961
2020-06-09,1_8_8,high,1,8,8,-1,70,4.02406572163212
2020-06-09,1_8_8,high,1,8,8,-1,78,4.338445856134629
2020-06-09,1_8_8,high,1,8,8,-1,86,4.6528259906371385
2020-06-09,1_8_8,high,1,8,8,-1,94,4.967206125139647
2020-06-09,1_8_8,high,1,8,8,-1,101,5.2815862596421566
2020-06-09,1_3_0,high,1,3,0,-1,0,0
2020-06-09,1_3_0,high,1,3,0,-1,4,0.12575205380100374
2020-06-09,1_3_0,high,1,3,0,-1,10,0.3772561614030112
2020-06-09,1_3_0,high,1,3,0,-1,18,0.6916362959055206
2020-06-09,1_3_0,high,1,3,0,-1,25,0.943140403507528
2020-06-09,1_3_0,high,1,3,0,-1,31,1.1317684842090336
2020-06-09,1_3_0,high,1,3,0,-1,39,1.3832725918110411
2020-06-09,1_3_0,high,1,3,0,-1,48,1.6347766994130486
2020-06-09,1_3_0,high,1,3,0,-1,57,1.886280807015056
2020-06-09,1_3_0,high,1,3,0,-1,65,2.074908887716562
2020-06-09,1_3_0,high,1,3,0,-1,72,2.2635369684180673
2020-06-09,1_3_0,high,1,3,0,-1,79,2.452165049119573
2020-06-09,1_3_0,high,1,3,0,-1,87,2.6407931298210783
2020-06-09,1_3_0,high,1,3,0,-1,95,2.8294212105225838
2020-06-09,1_3_0,high,1,3,0,-1,101,2.9551732643235877
2020-06-09,1_3_0,high,1,3,0,-1,109,3.1438013450250932
2020-06-09,1_3_0,high,1,3,0,-1,120,3.3953054526271007
2020-06-09,1_3_0,high,1,3,0,-1,128,3.583933533328606
2020-06-09,1_3_0,high,1,3,0,-1,136,3.772561614030112
2020-06-09,1_3_0,high,1,3,0,-1,145,3.9611896947316176
2020-06-09,1_3_0,high,1,3,0,-1,157,4.212693802333625
2020-06-09,1_3_0,high,1,3,0,-1,166,4.401321883035131
2020-06-09,1_3_0,high,1,3,0,-1,174,4.589949963736636
2020-06-09,1_3_0,high,1,3,0,-1,183,4.778578044438142
2020-06-09,1_3_0,high,1,3,0,-1,192,4.967206125139647
2020-06-09,1_3_0,high,1,3,0,-1,201,5.155834205841153
2020-06-09,1_3_0,high,1,3,0,-1,210,5.344462286542659
2020-06-09,1_3_0,high,1,3,0,-1,216,5.470214340343662
2020-06-09,1_5_0,high,1,5,0,-1,0,0
2020-06-09,1_5_0,high,1,5,0,-1,3,0.12575205380100374
2020-06-09,1_5_0,high,1,5,0,-1,8,0.3772561614030112
2020-06-09,1_5_0,high,1,5,0,-1,15,0.6916362959055206
2020-06-09,1_5_0,high,1,5,0,-1,21,1.00601643040803
2020-06-09,1_5_0,high,1,5,0,-1,28,1.3203965649105391
2020-06-09,1_5_0,high,1,5,0,-1,34,1.6347766994130486
2020-06-09,1_5_0,high,1,5,0,-1,40,1.886280807015056
2020-06-09,1_5_0,high,1,5,0,-1,48,2.2006609415175653
2020-06-09,1_5_0,high,1,5,0,-1,55,2.452165049119573
2020-06-09,1_5_0,high,1,5,0,-1,62,2.7665451836220822
2020-06-09,1_5_0,high,1,5,0,-1,68,2.9551732643235877
2020-06-09,1_5_0,high,1,5,0,-1,76,3.269553398826097
2020-06-09,1_5_0,high,1,5,0,-1,85,3.583933533328606
2020-06-09,1_5_0,high,1,5,0,-1,92,3.8354376409306137
2020-06-09,1_5_0,high,1,5,0,-1,99,4.086941748532621
2020-06-09,1_5_0,high,1,5,0,-1,106,4.338445856134629
2020-06-09,1_5_0,high,1,5,0,-1,113,4.589949963736636
2020-06-09,1_5_0,high,1,5,0,-1,121,4.841454071338644
2020-06-09,1_5_0,high,1,5,0,-1,128,5.092958178940651
2020-06-09,1_5_0,high,1,5,0,-1,136,5.344462286542659
2020-06-09,1_5_5,high,1,5,5,-1,0,0
2020-06-09,1_5_5,high,1,5,5,-1,3,0.12575205380100374
2020-06-09,1_5_5,high,1,5,5,-1,9,0.3772561614030112
2020-06-09,1_5_5,high,1,5,5,-1,16,0.6916362959055206
2020-06-09,1_5_5,high,1,5,5,-1,23,0.943140403507528
2020-06-09,1_5_5,high,1,5,5,-1,29,1.1317684842090336
2020-06-09,1_5_5,high,1,5,5,-1,35,1.3832725918110411
2020-06-09,1_5_5,high,1,5,5,-1,44,1.6976527263135504
2020-06-09,1_5_5,high,1,5,5,-1,53,1.9491568339155578
2020-06-09,1_5_5,high,1,5,5,-1,61,2.1377849146170633
2020-06-09,1_5_5,high,1,5,5,-1,67,2.3264129953185693
2020-06-09,1_5_5,high,1,5,5,-1,74,2.5150410760200748
2020-06-09,1_5_5,high,1,5,5,-1,81,2.7036691567215803
2020-06-09,1_5_5,high,1,5,5,-1,92,2.9551732643235877
2020-06-09,1_5_5,high,1,5,5,-1,102,3.206677371925595
2020-06-09,1_5_5,high,1,5,5,-1,110,3.3953054526271007
2020-06-09,1_5_5,high,1,5,5,-1,118,3.583933533328606
2020-06-09,1_5_5,high,1,5,5,-1,128,3.772561614030112
2020-06-09,1_5_5,high,1,5,5,-1,139,4.02406572163212
2020-06-09,1_5_5,high,1,5,5,-1,148,4.212693802333625
2020-06-09,1_5_5,high,1,5,5,-1,156,4.401321883035131
2020-06-09,1_5_5,high,1,5,5,-1,166,4.589949963736636
2020-06-09,1_5_5,high,1,5,5,-1,175,4.778578044438142
2020-06-09,1_5_5,high,1,5,5,-1,183,4.967206125139647
2020-06-09,1_5_5,high,1,5,5,-1,192,5.155834205841153
2020-06-09,1_0_0,high,1,0,0,-1,0,0
2020-06-09,1_0_0,high,1,0,0,-1,4,0.06287602690050187
2020-06-09,1_0_0,high,1,0,0,-1,11,0.1886280807015056
2020-06-09,1_0_0,high,1,0,0,-1,18,0.31438013450250935
2020-06-09,1_0_0,high,1,0,0,-1,23,0.3772561614030112
2020-06-09,1_0_0,high,1,0,0,-1,29,0.4401321883035131
2020-06-09,1_0_0,high,1,0,0,-1,39,0.5658842421045168
2020-06-09,1_0_0,high,1,0,0,-1,53,0.6916362959055206
2020-06-09,1_0_0,high,1,0,0,-1,61,0.7545123228060224
2020-06-09,1_0_0,high,1,0,0,-1,75,0.8802643766070262
2020-06-09,1_0_0,high,1,0,0,-1,85,0.943140403507528
2020-06-09,1_0_0,high,1,0,0,-1,102,1.0688924573085317
2020-06-09,1_0_0,high,1,0,0,-1,124,1.1946445111095354
2020-06-09,1_0_0,high,1,0,0,-1,146,1.3203965649105391
2020-06-09,1_0_0,high,1,0,0,-1,169,1.4461486187115429
2020-06-09,1_0_0,high,1,0,0,-1,194,1.5719006725125466
2020-06-09,1_0_0,high,1,0,0,-1,221,1.6976527263135504
2020-06-09,1_0_0,high,1,0,0,-1,253,1.823404780114554
2020-06-09,1_0_0,high,1,0,0,-1,287,1.9491568339155578
2020-06-09,1_0_0,high,1,0,0,-1,314,2.074908887716562
2020-06-09,1_0_0,high,1,0,0,-1,354,2.2006609415175653
2020-06-09,1_0_0,high,1,0,0,-1,382,2.3264129953185693
2020-06-09,1_1_0,high,1,1,0,-1,0,0
2020-06-09,1_1_0,high,1,1,0,-1,9,0.31438013450250935
2020-06-09,1_1_0,high,1,1,0,-1,14,0.503008215204015
2020-06-09,1_1_0,high,1,1,0,-1,20,0.6287602690050187
2020-06-09,1_1_0,high,1,1,0,-1,27,0.7545123228060224
2020-06-09,1_1_0,high,1,1,0,-1,35,0.8802643766070262
2020-06-09,1_1_0,high,1,1,0,-1,43,1.00601643040803
2020-06-09,1_1_0,high,1,1,0,-1,51,1.1317684842090336
2020-06-09,1_1_0,high,1,1,0,-1,60,1.2575205380100374
2020-06-09,1_1_0,high,1,1,0,-1,68,1.3832725918110411
2020-06-09,1_1_0,high,1,1,0,-1,77,1.5090246456120449
2020-06-09,1_1_0,high,1,1,0,-1,87,1.6347766994130486
2020-06-09,1_1_0,high,1,1,0,-1,96,1.7605287532140523
2020-06-09,1_1_0,high,1,1,0,-1,104,1.886280807015056
2020-06-09,1_1_0,high,1,1,0,-1,114,2.01203286081606
2020-06-09,1_1_0,high,1,1,0,-1,124,2.1377849146170633
2020-06-09,1_1_0,high,1,1,0,-1,134,2.2635369684180673
2020-06-09,1_1_0,high,1,1,0,-1,143,2.389289022219071
2020-06-09,1_1_0,high,1,1,0,-1,153,2.5150410760200748
2020-06-09,1_1_0,high,1,1,0,-1,163,2.6407931298210783
2020-06-09,1_1_0,high,1,1,0,-1,173,2.7665451836220822
2020-06-09,1_1_0,high,1,1,0,-1,183,2.8922972374230858
2020-06-09,1_1_0,high,1,1,0,-1,193,3.0180492912240897
2020-06-09,1_1_0,high,1,1,0,-1,202,3.1438013450250932
2020-06-09,1_1_0,high,1,1,0,-1,213,3.269553398826097
2020-06-09,1_1_0,high,1,1,0,-1,223,3.3953054526271007
2020-06-09,1_1_0,high,1,1,0,-1,233,3.5210575064281047
2020-06-09,1_1_0,high,1,1,0,-1,243,3.646809560229108
2020-06-09,1_1_0,high,1,1,0,-1,254,3.772561614030112
2020-06-09,1_1_0,high,1,1,0,-1,264,3.8983136678311157
2020-06-09,1_1_0,high,1,1,0,-1,275,4.02406572163212
2020-06-09,1_1_0,high,1,1,0,-1,284,4.149817775433124
2020-06-09,1_1_0,high,1,1,0,-1,294,4.275569829234127
2020-06-09,1_1_0,high,1,1,0,-1,304,4.401321883035131
2020-06-09,1_1_0,high,1,1,0,-1,314,4.527073936836135
2020-06-09,1_1_0,high,1,1,0,-1,321,4.589949963736636
2020-06-09,1_1_1,high,1,1,1,-1,0,0
2020-06-09,1_1_1,high,1,1,1,-1,10,0.503008215204015
2020-06-09,1_1_1,high,1,1,1,-1,18,0.7545123228060224
2020-06-09,1_1_1,high,1,1,1,-1,24,1.00601643040803
2020-06-09,1_1_1,high,1,1,1,-1,34,1.1946445111095354
2020-06-09,1_1_1,high,1,1,1,-1,40,1.3203965649105391
2020-06-09,1_1_1,high,1,1,1,-1,52,1.5719006725125466
2020-06-09,1_1_1,high,1,1,1,-1,60,1.6976527263135504
2020-06-09,1_1_1,high,1,1,1,-1,72,1.9491568339155578
2020-06-09,1_1_1,high,1,1,1,-1,81,2.074908887716562
2020-06-09,1_1_1,high,1,1,1,-1,89,2.2006609415175653
2020-06-09,1_1_1,high,1,1,1,-1,98,2.3264129953185693
2020-06-09,1_1_1,high,1,1,1,-1,107,2.452165049119573
2020-06-09,1_1_1,high,1,1,1,-1,118,2.5779171029205763
2020-06-09,1_1_1,high,1,1,1,-1,126,2.7036691567215803
2020-06-09,1_1_1,high,1,1,1,-1,135,2.8294212105225838
2020-06-09,1_1_1,high,1,1,1,-1,146,2.9551732643235877
2020-06-09,1_1_1,high,1,1,1,-1,156,3.0809253181245913
2020-06-09,1_1_1,high,1,1,1,-1,167,3.206677371925595
2020-06-09,1_1_1,high,1,1,1,-1,178,3.3324294257265987
2020-06-09,1_1_1,high,1,1,1,-1,187,3.4581814795276027
2020-06-09,1_1_1,high,1,1,1,-1,200,3.583933533328606
2020-06-09,1_1_1,high,1,1,1,-1,209,3.70968558712961
2020-06-09,1_1_1,high,1,1,1,-1,220,3.8354376409306137
2020-06-09,1_1_1,high,1,1,1,-1,232,3.9611896947316176
2020-06-09,1_1_1,high,1,1,1,-1,243,4.086941748532621
2020-06-09,1_1_1,high,1,1,1,-1,255,4.212693802333625
2020-06-09,1_1_1,high,1,1,1,-1,266,4.338445856134629
2020-06-09,1_1_1,high,1,1,1,-1,277,4.464197909935632
2020-06-09,1_1_1,high,1,1,1,-1,289,4.589949963736636
2020-06-09,1_1_1,high,1,1,1,-1,299,4.71570201753764
2020-06-09,1_1_1,high,1,1,1,-1,311,4.841454071338644
2020-06-09,1_1_1,high,1,1,1,-1,322,4.967206125139647
2020-06-09,1_0_1,high,1,0,1,-1,0,0
2020-06-09,1_0_1,high,1,0,1,-1,3,0.1886280807015056
2020-06-09,1_0_1,high,1,0,1,-1,8,0.503008215204015
2020-06-09,1_0_1,high,1,0,1,-1,14,0.7545123228060224
2020-06-09,1_0_1,high,1,0,1,-1,21,1.00601643040803
2020-06-09,1_0_1,high,1,0,1,-1,26,1.1946445111095354
2020-06-09,1_0_1,high,1,0,1,-1,33,1.3832725918110411
2020-06-09,1_0_1,high,1,0,1,-1,38,1.5090246456120449
2020-06-09,1_0_1,high,1,0,1,-1,44,1.6976527263135504
2020-06-09,1_0_1,high,1,0,1,-1,51,1.886280807015056
2020-06-09,1_0_1,high,1,0,1,-1,59,2.074908887716562
2020-06-09,1_0_1,high,1,0,1,-1,65,2.2006609415175653
2020-06-09,1_0_1,high,1,0,1,-1,73,2.389289022219071
2020-06-09,1_0_1,high,1,0,1,-1,82,2.5779171029205763
2020-06-09,1_0_1,high,1,0,1,-1,88,2.7036691567215803
2020-06-09,1_0_1,high,1,0,1,-1,94,2.8294212105225838
2020-06-09,1_0_1,high,1,0,1,-1,104,3.0180492912240897
2020-06-09,1_0_1,high,1,0,1,-1,112,3.206677371925595
2020-06-09,1_0_1,high,1,0,1,-1,120,3.3324294257265987
2020-06-09,1_0_1,high,1,0,1,-1,130,3.5210575064281047
2020-06-09,1_0_1,high,1,0,1,-1,137,3.646809560229108
2020-06-09,1_0_1,high,1,0,1,-1,145,3.772561614030112
2020-06-09,1_0_1,high,1,0,1,-1,157,3.9611896947316176
2020-06-09,1_0_1,high,1,0,1,-1,167,4.149817775433124
2020-06-09,1_0_1,high,1,0,1,-1,174,4.275569829234127
2020-06-09,1_0_1,high,1,0,1,-1,181,4.401321883035131
2020-06-09,1_0_1,high,1,0,1,-1,190,4.527073936836135
2020-06-09,1_0_1,high,1,0,1,-1,197,4.6528259906371385
2020-06-09,1_0_3,high,1,0,3,-1,0,0
2020-06-09,1_0_3,high,1,0,3,-1,2,0.12575205380100374
2020-06-09,1_0_3,high,1,0,3,-1,9,0.503008215204015
2020-06-09,1_0_3,high,1,0,3,-1,14,0.8173883497065243
2020-06-09,1_0_3,high,1,0,3,-1,20,1.0688924573085317
2020-06-09,1_0_3,high,1,0,3,-1,25,1.2575205380100374
2020-06-09,1_0_3,high,1,0,3,-1,31,1.5090246456120449
2020-06-09,1_0_3,high,1,0,3,-1,38,1.7605287532140523
2020-06-09,1_0_3,high,1,0,3,-1,45,2.01203286081606
2020-06-09,1_0_3,high,1,0,3,-1,51,2.2006609415175653
2020-06-09,1_0_3,high,1,0,3,-1,59,2.452165049119573
2020-06-09,1_0_3,high,1,0,3,-1,66,2.7036691567215803
2020-06-09,1_0_3,high,1,0,3,-1,73,2.8922972374230858
2020-06-09,1_0_3,high,1,0,3,-1,82,3.1438013450250932
2020-06-09,1_0_3,high,1,0,3,-1,90,3.3324294257265987
2020-06-09,1_0_3,high,1,0,3,-1,97,3.5210575064281047
2020-06-09,1_0_3,high,1,0,3,-1,105,3.70968558712961
2020-06-09,1_0_3,high,1,0,3,-1,112,3.8983136678311157
2020-06-09,1_0_3,high,1,0,3,-1,123,4.149817775433124
2020-06-09,1_0_3,high,1,0,3,-1,139,4.527073936836135
2020-06-09,1_0_3,high,1,0,3,-1,149,4.778578044438142
2020-06-09,1_0_3,high,1,0,3,-1,156,4.904330098239146
2020-06-09,1_0_3,high,1,0,3,-1,165,5.092958178940651
2020-06-09,1_0_3,high,1,0,3,-1,173,5.2815862596421566
2020-06-09,1_3_3,high,1,3,3,-1,0,0
2020-06-09,1_3_3,high,1,3,3,-1,4,0.12575205380100374
2020-06-09,1_3_3,high,1,3,3,-1,10,0.3772561614030112
2020-06-09,1_3_3,high,1,3,3,-1,15,0.5658842421045168
2020-06-09,1_3_3,high,1,3,3,-1,20,0.6916362959055206
2020-06-09,1_3_3,high,1,3,3,-1,28,0.943140403507528
2020-06-09,1_3_3,high,1,3,3,-1,36,1.1317684842090336
2020-06-09,1_3_3,high,1,3,3,-1,43,1.3203965649105391
2020-06-09,1_3_3,high,1,3,3,-1,52,1.5090246456120449
2020-06-09,1_3_3,high,1,3,3,-1,60,1.6976527263135504
2020-06-09,1_3_3,high,1,3,3,-1,66,1.823404780114554
2020-06-09,1_3_3,high,1,3,3,-1,72,1.9491568339155578
2020-06-09,1_3_3,high,1,3,3,-1,81,2.1377849146170633
2020-06-09,1_3_3,high,1,3,3,-1,91,2.3264129953185693
2020-06-09,1_3_3,high,1,3,3,-1,98,2.452165049119573
2020-06-09,1_3_3,high,1,3,3,-1,108,2.6407931298210783
2020-06-09,1_3_3,high,1,3,3,-1,115,2.7665451836220822
2020-06-09,1_3_3,high,1,3,3,-1,122,2.8922972374230858
2020-06-09,1_3_3,high,1,3,3,-1,133,3.0809253181245913
2020-06-09,1_3_3,high,1,3,3,-1,142,3.269553398826097
2020-06-09,1_3_3,high,1,3,3,-1,150,3.3953054526271007
2020-06-09,1_3_3,high,1,3,3,-1,158,3.5210575064281047
2020-06-09,1_3_3,high,1,3,3,-1,172,3.772561614030112
2020-06-09,1_3_3,high,1,3,3,-1,184,3.8983136678311157
2020-06-09,1_8_2,high,1,8,2,-1,0,0
2020-06-09,1_8_2,high,1,8,2,-1,3,0.1886280807015056
2020-06-09,1_8_2,high,1,8,2,-1,10,0.7545123228060224
2020-06-09,1_8_2,high,1,8,2,-1,15,1.2575205380100374
2020-06-09,1_8_2,high,1,8,2,-1,21,1.6976527263135504
2020-06-09,1_8_2,high,1,8,2,-1,28,2.074908887716562
2020-06-09,1_8_2,high,1,8,2,-1,33,2.452165049119573
2020-06-09,1_8_2,high,1,8,2,-1,42,2.9551732643235877
2020-06-09,1_8_2,high,1,8,2,-1,51,3.5210575064281047
2020-06-09,1_8_2,high,1,8,2,-1,59,3.9611896947316176
2020-06-09,1_8_2,high,1,8,2,-1,67,4.338445856134629
2020-06-09,1_8_2,high,1,8,2,-1,75,4.778578044438142
2020-06-09,1_8_2,high,1,8,2,-1,84,5.218710232741655
2020-06-09,1_8_2,high,1,8,2,-1,90,5.5330903672441645
2020-06-09,1_10_0,high,1,10,0,-1,0,0
2020-06-09,1_10_0,high,1,10,0,-1,3,0.1886280807015056
2020-06-09,1_10_0,high,1,10,0,-1,8,0.503008215204015
2020-06-09,1_10_0,high,1,10,0,-1,14,0.8173883497065243
2020-06-09,1_10_0,high,1,10,0,-1,19,1.1317684842090336
2020-06-09,1_10_0,high,1,10,0,-1,26,1.4461486187115429
2020-06-09,1_10_0,high,1,10,0,-1,33,1.7605287532140523
2020-06-09,1_10_0,high,1,10,0,-1,41,2.074908887716562
2020-06-09,1_10_0,high,1,10,0,-1,48,2.389289022219071
2020-06-09,1_10_0,high,1,10,0,-1,55,2.7036691567215803
2020-06-09,1_10_0,high,1,10,0,-1,70,3.206677371925595
2020-06-09,1_10_0,high,1,10,0,-1,77,3.4581814795276027
2020-06-09,1_10_0,high,1,10,0,-1,84,3.772561614030112
2020-06-09,1_10_0,high,1,10,0,-1,91,3.9611896947316176
2020-06-09,1_10_0,high,1,10,0,-1,99,4.275569829234127
2020-06-09,1_10_0,high,1,10,0,-1,109,4.589949963736636
2020-06-09,1_10_0,high,1,10,0,-1,119,4.904330098239146
2020-06-09,1_10_0,high,1,10,0,-1,129,5.218710232741655
2020-06-09,1_10_0,high,1,10,0,-1,139,5.5330903672441645
2020-06-09,1_10_10,high,1,10,10,-1,0,0
2020-06-09,1_10_10,high,1,10,10,-1,10,0.12575205380100374
2020-06-09,1_10_10,high,1,10,10,-1,17,0.1886280807015056
2020-06-09,1_10_10,high,1,10,10,-1,25,0.31438013450250935
2020-06-09,1_10_10,high,1,10,10,-1,35,0.4401321883035131
2020-06-09,1_10_10,high,1,10,10,-1,42,0.5658842421045168
2020-06-09,1_10_10,high,1,10,10,-1,53,0.6916362959055206
2020-06-09,1_10_10,high,1,10,10,-1,64,0.8173883497065243
2020-06-09,1_10_10,high,1,10,10,-1,75,0.943140403507528
2020-06-09,1_10_10,high,1,10,10,-1,84,1.0688924573085317
2020-06-09,1_10_10,high,1,10,10,-1,95,1.1946445111095354
2020-06-09,1_10_10,high,1,10,10,-1,106,1.3203965649105391
2020-06-09,1_10_10,high,1,10,10,-1,118,1.4461486187115429
2020-06-09,1_10_10,high,1,10,10,-1,129,1.5719006725125466
2020-06-09,1_10_10,high,1,10,10,-1,139,1.6976527263135504
2020-06-09,1_10_10,high,1,10,10,-1,152,1.823404780114554
2020-06-09,1_10_10,high,1,10,10,-1,163,1.9491568339155578
2020-06-09,1_10_10,high,1,10,10,-1,174,2.074908887716562
2020-06-09,1_10_10,high,1,10,10,-1,187,2.2006609415175653
2020-06-09,1_10_10,high,1,10,10,-1,198,2.3264129953185693
2020-06-09,1_10_10,high,1,10,10,-1,209,2.452165049119573
2020-06-09,1_10_10,high,1,10,10,-1,221,2.5779171029205763
2020-06-09,1_10_10,high,1,10,10,-1,233,2.7036691567215803
2020-06-09,1_10_10,high,1,10,10,-1,244,2.8294212105225838
2020-06-09,1_10_10,high,1,10,10,-1,256,2.9551732643235877
2020-06-09,1_10_10,high,1,10,10,-1,267,3.0809253181245913
2020-06-09,1_10_10,high,1,10,10,-1,281,3.206677371925595
2020-06-09,1_10_10,high,1,10,10,-1,292,3.3324294257265987
2020-06-09,1_10_10,high,1,10,10,-1,304,3.4581814795276027
2020-06-09,1_10_10,high,1,10,10,-1,316,3.583933533328606
2020-06-09,1_10_10,high,1,10,10,-1,328,3.70968558712961
2020-06-09,1_10_10,high,1,10,10,-1,340,3.8354376409306137
2020-06-09,1_10_10,high,1,10,10,-1,351,3.9611896947316176
2020-06-09,1_0_10,high,1,0,10,-1,0,0
2020-06-09,1_0_10,high,1,0,10,-1,5,0.1886280807015056
2020-06-09,1_0_10,high,1,0,10,-1,12,0.4401321883035131
2020-06-09,1_0_10,high,1,0,10,-1,18,0.6287602690050187
2020-06-09,1_0_10,high,1,0,10,-1,24,0.8173883497065243
2020-06-09,1_0_10,high,1,0,10,-1,30,1.00601643040803
2020-06-09,1_0_10,high,1,0,10,-1,39,1.2575205380100374
2020-06-09,1_0_10,high,1,0,10,-1,47,1.4461486187115429
2020-06-09,1_0_10,high,1,0,10,-1,55,1.6347766994130486
2020-06-09,1_0_10,high,1,0,10,-1,64,1.823404780114554
2020-06-09,1_0_10,high,1,0,10,-1,73,2.01203286081606
2020-06-09,1_0_10,high,1,0,10,-1,84,2.2635369684180673
2020-06-09,1_0_10,high,1,0,10,-1,94,2.452165049119573
2020-06-09,1_0_10,high,1,0,10,-1,104,2.6407931298210783
2020-06-09,1_0_10,high,1,0,10,-1,116,2.8922972374230858
2020-06-09,1_0_10,high,1,0,10,-1,127,3.1438013450250932
2020-06-09,1_0_10,high,1,0,10,-1,137,3.269553398826097
2020-06-09,1_0_10,high,1,0,10,-1,148,3.5210575064281047
2020-06-09,1_0_10,high,1,0,10,-1,160,3.70968558712961
2020-06-09,1_0_10,high,1,0,10,-1,173,3.9611896947316176
2020-06-09,1_0_10,high,1,0,10,-1,181,4.086941748532621
2020-06-09,1_0_10,high,1,0,10,-1,191,4.275569829234127
2020-06-09,1_0_10,high,1,0,10,-1,202,4.464197909935632
2020-06-09,1_0_10,high,1,0,10,-1,212,4.6528259906371385
2020-06-09,1_0_10,high,1,0,10,-1,226,4.904330098239146
2020-06-09,1_0_10,high,1,0,10,-1,238,5.092958178940651
2020-06-09,1_0_10,high,1,0,10,-1,247,5.2815862596421566
2020-06-09,1_0_10,high,1,0,10,-1,255,5.4073383134431605
2020-06-09,1_0_10,high,1,0,10,-1,263,5.5330903672441645
2020-06-10,2_3_3,high,2,3,3,-1,0,0
2020-06-10,2_3_3,high,2,3,3,-1,4,0.1886280807015056
2020-06-10,2_3_3,high,2,3,3,-1,10,0.6287602690050187
2020-06-10,2_3_3,high,2,3,3,-1,16,0.943140403507528
2020-06-10,2_3_3,high,2,3,3,-1,23,1.2575205380100374
2020-06-10,2_3_3,high,2,3,3,-1,33,1.6347766994130486
2020-06-10,2_3_3,high,2,3,3,-1,40,1.886280807015056
